# Team 0: AllInAgent, Team 1: PlayerAgent
hand_number,street,active_team,team_0_bankroll,team_1_bankroll,action_type,action_amount,team_0_cards,team_1_cards,board_cards,team_0_discarded,team_1_discarded,team_0_bet,team_1_bet
738,Pre-Flop,0,31692,-31692,RAISE,98,"['8s', '2s']","['2d', '9s']","['4d', 'Ah']",,,1,1
738,Pre-Flop,1,31692,-31692,CALL,0,"['8s', '2s']","['2d', '9s']","['4d', 'Ah']",,,2,2
738,Flop,0,31692,-31692,CHECK,0,"['8s', '2s']","['2d', '9s']","['4d', 'Ah', '2h']",,,100,100
738,Flop,1,31692,-31692,FOLD,0,"['8s', '2s']","['2d', '9s']","['4d', 'Ah', '2h']",,,100,100
739,Pre-Flop,1,31792,-31792,CALL,0,"['8d', '6d']","['2h', '3h']","['5h', '7d']",,,1,1
739,Pre-Flop,0,31792,-31792,RAISE,98,"['8d', '6d']","['2h', '3h']","['5h', '7d']",,,2,2
739,Pre-Flop,1,31792,-31792,FOLD,0,"['8d', '6d']","['2h', '3h']","['5h', '7d']",,,2,2
740,Pre-Flop,0,31794,-31794,RAISE,98,"['As', '3h']","['Ah', '3d']","['4h', 'Ad']",,,1,1
740,Pre-Flop,1,31794,-31794,CALL,0,"['As', '3h']","['Ah', '3d']","['4h', 'Ad']",,,2,2
740,Flop,0,31794,-31794,CHECK,0,"['As', '3h']","['Ah', '3d']","['4h', 'Ad', '7h']",,,100,100
740,Flop,1,31794,-31794,DISCARD,0,"['As', '3h']","['Ah', '3d']","['4h', 'Ad', '7h']",,,100,100
740,Flop,1,31794,-31794,FOLD,0,"['As', '3h']","['Ah', '7s']","['4h', 'Ad', '7h']",,3d,100,100
741,Pre-Flop,1,31894,-31894,DISCARD,0,"['9h', '9d']","['5d', '7s']","['3d', '6s']",,,1,1
741,Pre-Flop,1,31894,-31894,CALL,0,"['9h', '9d']","['5d', 'Ad']","['3d', '6s']",,7s,1,1
741,Pre-Flop,0,31894,-31894,RAISE,98,"['9h', '9d']","['5d', 'Ad']","['3d', '6s']",,7s,2,2
741,Pre-Flop,1,31894,-31894,CALL,0,"['9h', '9d']","['5d', 'Ad']","['3d', '6s']",,7s,2,2
741,Pre-Flop,0,31894,-31894,CHECK,0,"['9h', '9d']","['5d', 'Ad']","['3d', '6s']",,7s,100,100
741,Flop,1,31894,-31894,FOLD,0,"['9h', '9d']","['5d', 'Ad']","['3d', '6s', '9s']",,7s,100,100
742,Pre-Flop,0,31994,-31994,RAISE,98,"['8d', '6d']","['5h', '7s']","['As', '7h']",,,1,1
742,Pre-Flop,1,31994,-31994,FOLD,0,"['8d', '6d']","['5h', '7s']","['As', '7h']",,,2,2
743,Pre-Flop,1,31996,-31996,RAISE,46,"['2h', '2s']","['4d', '9d']","['Ad', '3s']",,,1,1
743,Pre-Flop,0,31996,-31996,RAISE,52,"['2h', '2s']","['4d', '9d']","['Ad', '3s']",,,2,2
743,Pre-Flop,1,31996,-31996,CALL,0,"['2h', '2s']","['4d', '9d']","['Ad', '3s']",,,48,48
743,Pre-Flop,0,31996,-31996,CHECK,0,"['2h', '2s']","['4d', '9d']","['Ad', '3s']",,,100,100
743,Flop,1,31996,-31996,CHECK,0,"['2h', '2s']","['4d', '9d']","['Ad', '3s', 'Ah']",,,100,100
743,Flop,0,31996,-31996,CHECK,0,"['2h', '2s']","['4d', '9d']","['Ad', '3s', 'Ah']",,,100,100
743,Turn,1,31996,-31996,FOLD,0,"['2h', '2s']","['4d', '9d']","['Ad', '3s', 'Ah', '4s']",,,100,100
744,Pre-Flop,0,32096,-32096,RAISE,98,"['Ah', '8s']","['7s', '6h']","['2h', '5h']",,,1,1
744,Pre-Flop,1,32096,-32096,CALL,0,"['Ah', '8s']","['7s', '6h']","['2h', '5h']",,,2,2
744,Flop,0,32096,-32096,CHECK,0,"['Ah', '8s']","['7s', '6h']","['2h', '5h', '8d']",,,100,100
744,Flop,1,32096,-32096,FOLD,0,"['Ah', '8s']","['7s', '6h']","['2h', '5h', '8d']",,,100,100
745,Pre-Flop,1,32196,-32196,RAISE,20,"['2s', '5h']","['6s', '9h']","['7d', '2h']",,,1,1
745,Pre-Flop,0,32196,-32196,RAISE,78,"['2s', '5h']","['6s', '9h']","['7d', '2h']",,,2,2
745,Pre-Flop,1,32196,-32196,FOLD,0,"['2s', '5h']","['6s', '9h']","['7d', '2h']",,,22,22
746,Pre-Flop,0,32218,-32218,RAISE,98,"['8h', '3d']","['7h', '5s']","['7d', '6s']",,,1,1
746,Pre-Flop,1,32218,-32218,DISCARD,0,"['8h', '3d']","['7h', '5s']","['7d', '6s']",,,2,2
746,Pre-Flop,1,32218,-32218,CALL,0,"['8h', '3d']","['6h', '5s']","['7d', '6s']",,7h,2,2
746,Flop,0,32218,-32218,CHECK,0,"['8h', '3d']","['6h', '5s']","['7d', '6s', '7s']",,7h,100,100
746,Flop,1,32218,-32218,FOLD,0,"['8h', '3d']","['6h', '5s']","['7d', '6s', '7s']",,7h,100,100
747,Pre-Flop,1,32318,-32318,CALL,0,"['Ah', '5s']","['7h', '4h']","['9h', '7d']",,,1,1
747,Pre-Flop,0,32318,-32318,RAISE,98,"['Ah', '5s']","['7h', '4h']","['9h', '7d']",,,2,2
747,Pre-Flop,1,32318,-32318,CALL,0,"['Ah', '5s']","['7h', '4h']","['9h', '7d']",,,2,2
747,Pre-Flop,0,32318,-32318,CHECK,0,"['Ah', '5s']","['7h', '4h']","['9h', '7d']",,,100,100
747,Flop,1,32318,-32318,FOLD,0,"['Ah', '5s']","['7h', '4h']","['9h', '7d', '6s']",,,100,100
748,Pre-Flop,0,32418,-32418,RAISE,98,"['7h', '9h']","['As', '9d']","['8h', '8s']",,,1,1
748,Pre-Flop,1,32418,-32418,FOLD,0,"['7h', '9h']","['As', '9d']","['8h', '8s']",,,2,2
749,Pre-Flop,1,32420,-32420,RAISE,81,"['2s', '8s']","['6d', 'Ah']","['7s', '3s']",,,1,1
749,Pre-Flop,0,32420,-32420,RAISE,17,"['2s', '8s']","['6d', 'Ah']","['7s', '3s']",,,2,2
749,Pre-Flop,1,32420,-32420,CALL,0,"['2s', '8s']","['6d', 'Ah']","['7s', '3s']",,,83,83
749,Pre-Flop,0,32420,-32420,CHECK,0,"['2s', '8s']","['6d', 'Ah']","['7s', '3s']",,,100,100
749,Flop,1,32420,-32420,FOLD,0,"['2s', '8s']","['6d', 'Ah']","['7s', '3s', '9d']",,,100,100
750,Pre-Flop,0,32520,-32520,RAISE,98,"['4d', '8h']","['6d', '5d']","['3d', 'Ad']",,,1,1
750,Pre-Flop,1,32520,-32520,DISCARD,0,"['4d', '8h']","['6d', '5d']","['3d', 'Ad']",,,2,2
750,Pre-Flop,1,32520,-32520,FOLD,0,"['4d', '8h']","['6d', '5h']","['3d', 'Ad']",,5d,2,2
751,Pre-Flop,1,32522,-32522,RAISE,32,"['6d', '9d']","['Ad', '6s']","['Ah', '8s']",,,1,1
751,Pre-Flop,0,32522,-32522,RAISE,66,"['6d', '9d']","['Ad', '6s']","['Ah', '8s']",,,2,2
751,Pre-Flop,1,32522,-32522,DISCARD,0,"['6d', '9d']","['Ad', '6s']","['Ah', '8s']",,,34,34
751,Pre-Flop,1,32522,-32522,CALL,0,"['6d', '9d']","['4h', '6s']","['Ah', '8s']",,Ad,34,34
751,Pre-Flop,0,32522,-32522,CHECK,0,"['6d', '9d']","['4h', '6s']","['Ah', '8s']",,Ad,100,100
751,Flop,1,32522,-32522,FOLD,0,"['6d', '9d']","['4h', '6s']","['Ah', '8s', '8h']",,Ad,100,100
752,Pre-Flop,0,32622,-32622,RAISE,98,"['6h', '6s']","['Ad', '8h']","['2s', '8d']",,,1,1
752,Pre-Flop,1,32622,-32622,CALL,0,"['6h', '6s']","['Ad', '8h']","['2s', '8d']",,,2,2
752,Flop,0,32622,-32622,CHECK,0,"['6h', '6s']","['Ad', '8h']","['2s', '8d', '2d']",,,100,100
752,Flop,1,32622,-32622,FOLD,0,"['6h', '6s']","['Ad', '8h']","['2s', '8d', '2d']",,,100,100
753,Pre-Flop,1,32722,-32722,FOLD,0,"['6h', '7s']","['7h', '5h']","['3h', '8s']",,,1,1
754,Pre-Flop,0,32723,-32723,RAISE,98,"['5h', '9d']","['9h', '2d']","['6d', 'Ad']",,,1,1
754,Pre-Flop,1,32723,-32723,CALL,0,"['5h', '9d']","['9h', '2d']","['6d', 'Ad']",,,2,2
754,Flop,0,32723,-32723,CHECK,0,"['5h', '9d']","['9h', '2d']","['6d', 'Ad', '4h']",,,100,100
754,Flop,1,32723,-32723,CHECK,0,"['5h', '9d']","['9h', '2d']","['6d', 'Ad', '4h']",,,100,100
754,Turn,0,32723,-32723,CHECK,0,"['5h', '9d']","['9h', '2d']","['6d', 'Ad', '4h', '5d']",,,100,100
754,Turn,1,32723,-32723,FOLD,0,"['5h', '9d']","['9h', '2d']","['6d', 'Ad', '4h', '5d']",,,100,100
755,Pre-Flop,1,32823,-32823,DISCARD,0,"['4d', '3s']","['5s', '2d']","['Ad', '6s']",,,1,1
755,Pre-Flop,1,32823,-32823,CALL,0,"['4d', '3s']","['5s', 'As']","['Ad', '6s']",,2d,1,1
755,Pre-Flop,0,32823,-32823,RAISE,98,"['4d', '3s']","['5s', 'As']","['Ad', '6s']",,2d,2,2
755,Pre-Flop,1,32823,-32823,FOLD,0,"['4d', '3s']","['5s', 'As']","['Ad', '6s']",,2d,2,2
756,Pre-Flop,0,32825,-32825,RAISE,98,"['7d', '8h']","['9d', '8d']","['5d', '6h']",,,1,1
756,Pre-Flop,1,32825,-32825,DISCARD,0,"['7d', '8h']","['9d', '8d']","['5d', '6h']",,,2,2
756,Pre-Flop,1,32825,-32825,FOLD,0,"['7d', '8h']","['As', '8d']","['5d', '6h']",,9d,2,2
757,Pre-Flop,1,32827,-32827,RAISE,48,"['4d', '9d']","['9h', 'Ad']","['6h', '7d']",,,1,1
757,Pre-Flop,0,32827,-32827,RAISE,50,"['4d', '9d']","['9h', 'Ad']","['6h', '7d']",,,2,2
757,Pre-Flop,1,32827,-32827,CALL,0,"['4d', '9d']","['9h', 'Ad']","['6h', '7d']",,,50,50
757,Pre-Flop,0,32827,-32827,CHECK,0,"['4d', '9d']","['9h', 'Ad']","['6h', '7d']",,,100,100
757,Flop,1,32827,-32827,CHECK,0,"['4d', '9d']","['9h', 'Ad']","['6h', '7d', '4h']",,,100,100
757,Flop,0,32827,-32827,CHECK,0,"['4d', '9d']","['9h', 'Ad']","['6h', '7d', '4h']",,,100,100
757,Turn,1,32827,-32827,CHECK,0,"['4d', '9d']","['9h', 'Ad']","['6h', '7d', '4h', '8s']",,,100,100
757,Turn,0,32827,-32827,CHECK,0,"['4d', '9d']","['9h', 'Ad']","['6h', '7d', '4h', '8s']",,,100,100
757,River,1,32827,-32827,CHECK,0,"['4d', '9d']","['9h', 'Ad']","['6h', '7d', '4h', '8s', '7s']",,,100,100
757,River,0,32827,-32827,CHECK,0,"['4d', '9d']","['9h', 'Ad']","['6h', '7d', '4h', '8s', '7s']",,,100,100
758,Pre-Flop,0,32927,-32927,RAISE,98,"['Ad', '6d']","['3s', '7d']","['9d', '8h']",,,1,1
758,Pre-Flop,1,32927,-32927,DISCARD,0,"['Ad', '6d']","['3s', '7d']","['9d', '8h']",,,2,2
758,Pre-Flop,1,32927,-32927,CALL,0,"['Ad', '6d']","['3s', '5s']","['9d', '8h']",,7d,2,2
758,Flop,0,32927,-32927,CHECK,0,"['Ad', '6d']","['3s', '5s']","['9d', '8h', '4h']",,7d,100,100
758,Flop,1,32927,-32927,FOLD,0,"['Ad', '6d']","['3s', '5s']","['9d', '8h', '4h']",,7d,100,100
759,Pre-Flop,1,33027,-33027,DISCARD,0,"['6h', '3d']","['6s', '4h']","['3s', '7d']",,,1,1
759,Pre-Flop,1,33027,-33027,CALL,0,"['6h', '3d']","['5h', '4h']","['3s', '7d']",,6s,1,1
759,Pre-Flop,0,33027,-33027,RAISE,98,"['6h', '3d']","['5h', '4h']","['3s', '7d']",,6s,2,2
759,Pre-Flop,1,33027,-33027,FOLD,0,"['6h', '3d']","['5h', '4h']","['3s', '7d']",,6s,2,2
760,Pre-Flop,0,33029,-33029,RAISE,98,"['9s', '7d']","['9d', '8s']","['4s', '6d']",,,1,1
760,Pre-Flop,1,33029,-33029,CALL,0,"['9s', '7d']","['9d', '8s']","['4s', '6d']",,,2,2
760,Flop,0,33029,-33029,CHECK,0,"['9s', '7d']","['9d', '8s']","['4s', '6d', 'Ah']",,,100,100
760,Flop,1,33029,-33029,FOLD,0,"['9s', '7d']","['9d', '8s']","['4s', '6d', 'Ah']",,,100,100
761,Pre-Flop,1,33129,-33129,CALL,0,"['7s', '6s']","['As', '3h']","['5h', 'Ad']",,,1,1
761,Pre-Flop,0,33129,-33129,RAISE,98,"['7s', '6s']","['As', '3h']","['5h', 'Ad']",,,2,2
761,Pre-Flop,1,33129,-33129,CALL,0,"['7s', '6s']","['As', '3h']","['5h', 'Ad']",,,2,2
761,Pre-Flop,0,33129,-33129,CHECK,0,"['7s', '6s']","['As', '3h']","['5h', 'Ad']",,,100,100
761,Flop,1,33129,-33129,CHECK,0,"['7s', '6s']","['As', '3h']","['5h', 'Ad', '7h']",,,100,100
761,Flop,0,33129,-33129,CHECK,0,"['7s', '6s']","['As', '3h']","['5h', 'Ad', '7h']",,,100,100
761,Turn,1,33129,-33129,FOLD,0,"['7s', '6s']","['As', '3h']","['5h', 'Ad', '7h', '3d']",,,100,100
762,Pre-Flop,0,33229,-33229,RAISE,98,"['3d', '4s']","['6s', 'As']","['9d', '3s']",,,1,1
762,Pre-Flop,1,33229,-33229,DISCARD,0,"['3d', '4s']","['6s', 'As']","['9d', '3s']",,,2,2
762,Pre-Flop,1,33229,-33229,CALL,0,"['3d', '4s']","['6s', '5h']","['9d', '3s']",,As,2,2
762,Flop,0,33229,-33229,CHECK,0,"['3d', '4s']","['6s', '5h']","['9d', '3s', 'Ah']",,As,100,100
762,Flop,1,33229,-33229,CHECK,0,"['3d', '4s']","['6s', '5h']","['9d', '3s', 'Ah']",,As,100,100
762,Turn,0,33229,-33229,CHECK,0,"['3d', '4s']","['6s', '5h']","['9d', '3s', 'Ah', '2s']",,As,100,100
762,Turn,1,33229,-33229,FOLD,0,"['3d', '4s']","['6s', '5h']","['9d', '3s', 'Ah', '2s']",,As,100,100
763,Pre-Flop,1,33329,-33329,CALL,0,"['5h', '8d']","['As', '9s']","['2d', '9d']",,,1,1
763,Pre-Flop,0,33329,-33329,RAISE,98,"['5h', '8d']","['As', '9s']","['2d', '9d']",,,2,2
763,Pre-Flop,1,33329,-33329,CALL,0,"['5h', '8d']","['As', '9s']","['2d', '9d']",,,2,2
763,Pre-Flop,0,33329,-33329,CHECK,0,"['5h', '8d']","['As', '9s']","['2d', '9d']",,,100,100
763,Flop,1,33329,-33329,DISCARD,0,"['5h', '8d']","['As', '9s']","['2d', '9d', '4h']",,,100,100
763,Flop,1,33329,-33329,CHECK,0,"['5h', '8d']","['6s', '9s']","['2d', '9d', '4h']",,As,100,100
763,Flop,0,33329,-33329,CHECK,0,"['5h', '8d']","['6s', '9s']","['2d', '9d', '4h']",,As,100,100
763,Turn,1,33329,-33329,FOLD,0,"['5h', '8d']","['6s', '9s']","['2d', '9d', '4h', '2s']",,As,100,100
764,Pre-Flop,0,33429,-33429,RAISE,98,"['5h', '8s']","['7s', '4d']","['6h', '4h']",,,1,1
764,Pre-Flop,1,33429,-33429,FOLD,0,"['5h', '8s']","['7s', '4d']","['6h', '4h']",,,2,2
765,Pre-Flop,1,33431,-33431,CALL,0,"['3d', '9s']","['7d', '8d']","['2h', '7s']",,,1,1
765,Pre-Flop,0,33431,-33431,RAISE,98,"['3d', '9s']","['7d', '8d']","['2h', '7s']",,,2,2
765,Pre-Flop,1,33431,-33431,FOLD,0,"['3d', '9s']","['7d', '8d']","['2h', '7s']",,,2,2
766,Pre-Flop,0,33433,-33433,RAISE,98,"['7s', '8h']","['9s', '4s']","['5s', '3d']",,,1,1
766,Pre-Flop,1,33433,-33433,DISCARD,0,"['7s', '8h']","['9s', '4s']","['5s', '3d']",,,2,2
766,Pre-Flop,1,33433,-33433,FOLD,0,"['7s', '8h']","['3s', '4s']","['5s', '3d']",,9s,2,2
767,Pre-Flop,1,33435,-33435,DISCARD,0,"['8d', '3s']","['6h', '2d']","['5s', '9h']",,,1,1
767,Pre-Flop,1,33435,-33435,FOLD,0,"['8d', '3s']","['4h', '2d']","['5s', '9h']",,6h,1,1
768,Pre-Flop,0,33436,-33436,RAISE,98,"['3d', '4s']","['9d', '5s']","['5d', '8h']",,,1,1
768,Pre-Flop,1,33436,-33436,FOLD,0,"['3d', '4s']","['9d', '5s']","['5d', '8h']",,,2,2
769,Pre-Flop,1,33438,-33438,CALL,0,"['3s', '5h']","['7h', '4h']","['4s', '9s']",,,1,1
769,Pre-Flop,0,33438,-33438,RAISE,98,"['3s', '5h']","['7h', '4h']","['4s', '9s']",,,2,2
769,Pre-Flop,1,33438,-33438,CALL,0,"['3s', '5h']","['7h', '4h']","['4s', '9s']",,,2,2
769,Pre-Flop,0,33438,-33438,CHECK,0,"['3s', '5h']","['7h', '4h']","['4s', '9s']",,,100,100
769,Flop,1,33438,-33438,DISCARD,0,"['3s', '5h']","['7h', '4h']","['4s', '9s', '5s']",,,100,100
769,Flop,1,33438,-33438,FOLD,0,"['3s', '5h']","['8d', '4h']","['4s', '9s', '5s']",,7h,100,100
770,Pre-Flop,0,33538,-33538,RAISE,98,"['2h', 'Ad']","['5s', '9d']","['3s', '5h']",,,1,1
770,Pre-Flop,1,33538,-33538,CALL,0,"['2h', 'Ad']","['5s', '9d']","['3s', '5h']",,,2,2
770,Flop,0,33538,-33538,CHECK,0,"['2h', 'Ad']","['5s', '9d']","['3s', '5h', '6d']",,,100,100
770,Flop,1,33538,-33538,CHECK,0,"['2h', 'Ad']","['5s', '9d']","['3s', '5h', '6d']",,,100,100
770,Turn,0,33538,-33538,CHECK,0,"['2h', 'Ad']","['5s', '9d']","['3s', '5h', '6d', '8h']",,,100,100
770,Turn,1,33538,-33538,CHECK,0,"['2h', 'Ad']","['5s', '9d']","['3s', '5h', '6d', '8h']",,,100,100
770,River,0,33538,-33538,CHECK,0,"['2h', 'Ad']","['5s', '9d']","['3s', '5h', '6d', '8h', '9s']",,,100,100
770,River,1,33538,-33538,FOLD,0,"['2h', 'Ad']","['5s', '9d']","['3s', '5h', '6d', '8h', '9s']",,,100,100
771,Pre-Flop,1,33638,-33638,CALL,0,"['5s', '5h']","['6s', '9s']","['5d', '9h']",,,1,1
771,Pre-Flop,0,33638,-33638,RAISE,98,"['5s', '5h']","['6s', '9s']","['5d', '9h']",,,2,2
771,Pre-Flop,1,33638,-33638,DISCARD,0,"['5s', '5h']","['6s', '9s']","['5d', '9h']",,,2,2
771,Pre-Flop,1,33638,-33638,FOLD,0,"['5s', '5h']","['6s', '9d']","['5d', '9h']",,9s,2,2
772,Pre-Flop,0,33640,-33640,RAISE,98,"['8d', '9h']","['6d', '9d']","['7d', '6h']",,,1,1
772,Pre-Flop,1,33640,-33640,FOLD,0,"['8d', '9h']","['6d', '9d']","['7d', '6h']",,,2,2
773,Pre-Flop,1,33642,-33642,RAISE,97,"['4d', '5d']","['2h', '8s']","['2d', '4h']",,,1,1
773,Pre-Flop,0,33642,-33642,RAISE,1,"['4d', '5d']","['2h', '8s']","['2d', '4h']",,,2,2
773,Pre-Flop,1,33642,-33642,FOLD,0,"['4d', '5d']","['2h', '8s']","['2d', '4h']",,,99,99
774,Pre-Flop,0,33741,-33741,RAISE,98,"['6h', '5d']","['As', 'Ah']","['2d', '2h']",,,1,1
774,Pre-Flop,1,33741,-33741,FOLD,0,"['6h', '5d']","['As', 'Ah']","['2d', '2h']",,,2,2
775,Pre-Flop,1,33743,-33743,DISCARD,0,"['5d', '6h']","['8h', 'Ad']","['2d', '2h']",,,1,1
775,Pre-Flop,1,33743,-33743,RAISE,67,"['5d', '6h']","['8h', '5h']","['2d', '2h']",,Ad,1,1
775,Pre-Flop,0,33743,-33743,RAISE,31,"['5d', '6h']","['8h', '5h']","['2d', '2h']",,Ad,2,2
775,Pre-Flop,1,33743,-33743,CALL,0,"['5d', '6h']","['8h', '5h']","['2d', '2h']",,Ad,69,69
775,Pre-Flop,0,33743,-33743,CHECK,0,"['5d', '6h']","['8h', '5h']","['2d', '2h']",,Ad,100,100
775,Flop,1,33743,-33743,FOLD,0,"['5d', '6h']","['8h', '5h']","['2d', '2h', '7h']",,Ad,100,100
776,Pre-Flop,0,33843,-33843,RAISE,98,"['9d', '9s']","['3d', '4h']","['7d', '2h']",,,1,1
776,Pre-Flop,1,33843,-33843,CALL,0,"['9d', '9s']","['3d', '4h']","['7d', '2h']",,,2,2
776,Flop,0,33843,-33843,CHECK,0,"['9d', '9s']","['3d', '4h']","['7d', '2h', '3h']",,,100,100
776,Flop,1,33843,-33843,FOLD,0,"['9d', '9s']","['3d', '4h']","['7d', '2h', '3h']",,,100,100
777,Pre-Flop,1,33943,-33943,FOLD,0,"['6s', '2h']","['3s', '3d']","['2d', '2s']",,,1,1
778,Pre-Flop,0,33944,-33944,RAISE,98,"['2s', 'As']","['3d', '5d']","['Ad', '6s']",,,1,1
778,Pre-Flop,1,33944,-33944,CALL,0,"['2s', 'As']","['3d', '5d']","['Ad', '6s']",,,2,2
778,Flop,0,33944,-33944,CHECK,0,"['2s', 'As']","['3d', '5d']","['Ad', '6s', '7h']",,,100,100
778,Flop,1,33944,-33944,CHECK,0,"['2s', 'As']","['3d', '5d']","['Ad', '6s', '7h']",,,100,100
778,Turn,0,33944,-33944,CHECK,0,"['2s', 'As']","['3d', '5d']","['Ad', '6s', '7h', '8h']",,,100,100
778,Turn,1,33944,-33944,FOLD,0,"['2s', 'As']","['3d', '5d']","['Ad', '6s', '7h', '8h']",,,100,100
779,Pre-Flop,1,34044,-34044,CALL,0,"['7d', '6s']","['9s', '3d']","['8d', '5d']",,,1,1
779,Pre-Flop,0,34044,-34044,RAISE,98,"['7d', '6s']","['9s', '3d']","['8d', '5d']",,,2,2
779,Pre-Flop,1,34044,-34044,DISCARD,0,"['7d', '6s']","['9s', '3d']","['8d', '5d']",,,2,2
779,Pre-Flop,1,34044,-34044,CALL,0,"['7d', '6s']","['9s', '2h']","['8d', '5d']",,3d,2,2
779,Pre-Flop,0,34044,-34044,CHECK,0,"['7d', '6s']","['9s', '2h']","['8d', '5d']",,3d,100,100
779,Flop,1,34044,-34044,CHECK,0,"['7d', '6s']","['9s', '2h']","['8d', '5d', '9h']",,3d,100,100
779,Flop,0,34044,-34044,CHECK,0,"['7d', '6s']","['9s', '2h']","['8d', '5d', '9h']",,3d,100,100
779,Turn,1,34044,-34044,FOLD,0,"['7d', '6s']","['9s', '2h']","['8d', '5d', '9h', 'As']",,3d,100,100
780,Pre-Flop,0,34144,-34144,RAISE,98,"['5h', '4s']","['7d', '5d']","['7s', '6h']",,,1,1
780,Pre-Flop,1,34144,-34144,DISCARD,0,"['5h', '4s']","['7d', '5d']","['7s', '6h']",,,2,2
780,Pre-Flop,1,34144,-34144,CALL,0,"['5h', '4s']","['7d', '2h']","['7s', '6h']",,5d,2,2
780,Flop,0,34144,-34144,CHECK,0,"['5h', '4s']","['7d', '2h']","['7s', '6h', '8d']",,5d,100,100
780,Flop,1,34144,-34144,FOLD,0,"['5h', '4s']","['7d', '2h']","['7s', '6h', '8d']",,5d,100,100
781,Pre-Flop,1,34244,-34244,RAISE,42,"['3s', '9d']","['2d', '8d']","['As', '9s']",,,1,1
781,Pre-Flop,0,34244,-34244,RAISE,56,"['3s', '9d']","['2d', '8d']","['As', '9s']",,,2,2
781,Pre-Flop,1,34244,-34244,CALL,0,"['3s', '9d']","['2d', '8d']","['As', '9s']",,,44,44
781,Pre-Flop,0,34244,-34244,CHECK,0,"['3s', '9d']","['2d', '8d']","['As', '9s']",,,100,100
781,Flop,1,34244,-34244,FOLD,0,"['3s', '9d']","['2d', '8d']","['As', '9s', '7d']",,,100,100
782,Pre-Flop,0,34344,-34344,RAISE,98,"['9s', '4h']","['2s', '8h']","['8d', '5h']",,,1,1
782,Pre-Flop,1,34344,-34344,DISCARD,0,"['9s', '4h']","['2s', '8h']","['8d', '5h']",,,2,2
782,Pre-Flop,1,34344,-34344,FOLD,0,"['9s', '4h']","['2s', '5s']","['8d', '5h']",,8h,2,2
783,Pre-Flop,1,34346,-34346,RAISE,64,"['9s', '2s']","['7d', '5s']","['Ad', '9h']",,,1,1
783,Pre-Flop,0,34346,-34346,RAISE,34,"['9s', '2s']","['7d', '5s']","['Ad', '9h']",,,2,2
783,Pre-Flop,1,34346,-34346,DISCARD,0,"['9s', '2s']","['7d', '5s']","['Ad', '9h']",,,66,66
783,Pre-Flop,1,34346,-34346,CALL,0,"['9s', '2s']","['7d', '3h']","['Ad', '9h']",,5s,66,66
783,Pre-Flop,0,34346,-34346,CHECK,0,"['9s', '2s']","['7d', '3h']","['Ad', '9h']",,5s,100,100
783,Flop,1,34346,-34346,CHECK,0,"['9s', '2s']","['7d', '3h']","['Ad', '9h', 'Ah']",,5s,100,100
783,Flop,0,34346,-34346,CHECK,0,"['9s', '2s']","['7d', '3h']","['Ad', '9h', 'Ah']",,5s,100,100
783,Turn,1,34346,-34346,FOLD,0,"['9s', '2s']","['7d', '3h']","['Ad', '9h', 'Ah', '7s']",,5s,100,100
784,Pre-Flop,0,34446,-34446,RAISE,98,"['7s', '9h']","['5d', '3d']","['6d', '4h']",,,1,1
784,Pre-Flop,1,34446,-34446,CALL,0,"['7s', '9h']","['5d', '3d']","['6d', '4h']",,,2,2
784,Flop,0,34446,-34446,CHECK,0,"['7s', '9h']","['5d', '3d']","['6d', '4h', '8s']",,,100,100
784,Flop,1,34446,-34446,FOLD,0,"['7s', '9h']","['5d', '3d']","['6d', '4h', '8s']",,,100,100
785,Pre-Flop,1,34546,-34546,CALL,0,"['9d', '6d']","['3s', '8s']","['3h', '7d']",,,1,1
785,Pre-Flop,0,34546,-34546,RAISE,98,"['9d', '6d']","['3s', '8s']","['3h', '7d']",,,2,2
785,Pre-Flop,1,34546,-34546,FOLD,0,"['9d', '6d']","['3s', '8s']","['3h', '7d']",,,2,2
786,Pre-Flop,0,34548,-34548,RAISE,98,"['8h', 'As']","['6h', '8d']","['9d', 'Ah']",,,1,1
786,Pre-Flop,1,34548,-34548,CALL,0,"['8h', 'As']","['6h', '8d']","['9d', 'Ah']",,,2,2
786,Flop,0,34548,-34548,CHECK,0,"['8h', 'As']","['6h', '8d']","['9d', 'Ah', 'Ad']",,,100,100
786,Flop,1,34548,-34548,DISCARD,0,"['8h', 'As']","['6h', '8d']","['9d', 'Ah', 'Ad']",,,100,100
786,Flop,1,34548,-34548,FOLD,0,"['8h', 'As']","['6h', '7h']","['9d', 'Ah', 'Ad']",,8d,100,100
787,Pre-Flop,1,34648,-34648,FOLD,0,"['6d', '2s']","['4d', '2d']","['3s', '9s']",,,1,1
788,Pre-Flop,0,34649,-34649,RAISE,98,"['8h', '3s']","['7s', '2d']","['As', '9d']",,,1,1
788,Pre-Flop,1,34649,-34649,CALL,0,"['8h', '3s']","['7s', '2d']","['As', '9d']",,,2,2
788,Flop,0,34649,-34649,CHECK,0,"['8h', '3s']","['7s', '2d']","['As', '9d', '5s']",,,100,100
788,Flop,1,34649,-34649,CHECK,0,"['8h', '3s']","['7s', '2d']","['As', '9d', '5s']",,,100,100
788,Turn,0,34649,-34649,CHECK,0,"['8h', '3s']","['7s', '2d']","['As', '9d', '5s', '4d']",,,100,100
788,Turn,1,34649,-34649,FOLD,0,"['8h', '3s']","['7s', '2d']","['As', '9d', '5s', '4d']",,,100,100
